ID,Positions
Q99700,S218
Q99700,S220
Q99700,S528
Q99700,T529
Q99700,S533
Q99700,S541
Q99700,T666
Q99700,S776
Q8IZD0,S213
Q8IZD0,S220
Q8IYX3,S213
Q8IYX3,T357
Q8IYX3,T369
Q8IYX3,S372
Q6AI12,S214
Q6ZRI0,S2141
Q6ZRI0,T2147
Q8N1G4,S215
Q8N1G4,S433
Q9Y5H0,S215
Q9Y5H0,S734
Q9Y5H0,T735
Q86W92,S215
Q86W92,T311
Q86W92,T622
Q8IUG5,S2155
Q96DY2,S216
Q15555,S216
A6NM43,S216
Q15622,S217
Q8TCN5,S217
P50219,S217
P50219,T218
Q9P265,S217
Q9P265,T225
Q9P265,S492
Q96BT1,S218
Q86WC4,S218
P07711,S218
P33241,S218
P33241,S282
P33241,S303
Q96GM5,S219
Q8N9Z9,S219
Q99714,S219
Q9UGU0,S219
Q9UGU0,S220
Q9UGU0,S237
Q9UGU0,S238
Q9UGU0,S240
Q9UGU0,S241
Q9UGU0,S242
Q9UGU0,S243
Q9UGU0,S244
Q9UGU0,S245
Q9UGU0,S246
Q9UGU0,T336
Q9UGU0,S368
Q9UGU0,T385
Q9UGU0,S559
Q9UGU0,S686
Q9UGU0,T693
Q9UGU0,S694
Q9UGU0,T696
Q9UGU0,S699
Q9UGU0,S701
Q9UGU0,S704
Q9UGU0,S1474
Q9H4I2,S219
Q9H4I2,S231
Q9H4I2,S240
Q9H4I2,S243
Q9H4I2,S245
Q9H4I2,S246
Q9H4I2,T586
Q9H4I2,T590
Q9H4I2,T591
Q9H4I2,T593
Q9H4I2,T596
Q9H4I2,S599
Q9H4I2,T735
P05198,S219
P05198,T239
P05198,T240
P05198,T241
Q96AY4,S2190
Q96AY4,S2201
Q96AY4,S2202
Q96AY4,T2203
Q96AY4,S2246
Q86VV8,S2194
P55061,S22
Q6P575,S22
Q13156,S22
Q8N967,S22
Q5BJF6,S22
Q9UBN7,S22
Q9UL59,S22
Q9UPW5,S22
Q9UPW5,T25
Q9UPW5,T31
P09651,S22
P09651,S337
P09651,S361
P09651,S362
P09651,S363
P09651,S364
P09651,S365
Q9NRL3,S22
Q9NRL3,S563
P43243,S22
P43243,T33
P43243,S35
P43243,S37
P43243,S41
P43243,S61
P43243,S71
P43243,S74
P43243,S75
P43243,S77
P43243,S85
Q96LT6,S220
P55010,S220
Q2TAL5,S220
Q2TAL5,S230
Q2TAL5,S232
P33240,S220
P33240,S233
P33240,S254
P33240,T265
P33240,S496
P0CJ87,S221
P61201,S221
O00299,S221
O00299,T222
Q6P9G9,S222
P54578,S222
P54578,S237
P54578,S302
P54578,T304
Q06413,S222
Q06413,S271
Q9UKZ4,S2242
Q9UKZ4,T2245
Q13243,S225
Q9Y3Y2,S225
Q9UHV7,S225
Q9UHV7,S227
Q9UHV7,T229
Q9UHV7,T336
Q9UHV7,S1247
Q96PK6,S225
Q96PK6,T231
Q96PK6,T236
Q96PK6,S242
Q96PK6,S244
Q96PK6,S254
Q96PK6,S256
Q96PK6,S278
Q96PK6,S280
Q96PK6,S301
Q96PK6,S363
Q96PK6,S364
Q96PK6,T367
Q96PK6,S372
Q96PK6,S391
Q96PK6,S392
Q96PK6,T438
Q96PK6,S444
Q96PK6,T518
Q96PK6,S520
Q96PK6,S521
Q96PK6,S523
Q96PK6,S527
Q96PK6,S599
Q9BTA9,S225
Q9BTA9,T293
Q9BTA9,T303
Q9BTA9,S308
Q9BTA9,T391
Q9BTA9,T395
Q9BTA9,S456
Q9BTA9,T460
Q9BTA9,S475
P18887,S226
Q9Y5X3,S226
Q9UKY1,S226
Q9UKY1,S227
Q9UKY1,S228
Q9UKY1,S232
Q9UKY1,T437
Q9UKY1,T444
Q9UKY1,T449
Q9UKY1,S450
Q9UKY1,S452
A3KMH1,S226
A3KMH1,T1098
O75391,S227
Q9UHQ4,S227
P60484,S227
P04049,S227
Q09472,S227
Q09472,T1890
Q09472,S2325
Q09472,S2326
Q09472,S2328
Q2TAC2,S227
Q2TAC2,T626
Q2TAC2,S639
Q14563,S228
Q5XG92,S228
Q5XG92,S233
Q5XG92,S237
P27169,S229
O75962,S2291
Q8WW59,S23
Q6P5S2,S23
P51149,S23
Q00887,S23
Q8WWU5,S23
Q8WWU5,S26
Q6PCT2,S23
Q6PCT2,S158
Q9Y618,S23
Q9Y618,S25
Q9Y618,T33
Q9Y618,S1126
Q9Y618,S1130
Q9Y618,S1138
Q9Y618,T1215
Q9Y618,S1279
Q9Y618,S1323
Q9Y618,S1510
Q9Y618,T1514
Q9Y618,S1516
Q9Y618,S1517
Q9Y618,S1518
Q9Y618,S1521
Q9Y618,T1525
Q9Y618,T1561
Q9Y618,T1562
Q9Y618,T1566
Q9Y618,S1570
Q9Y618,S1577
Q9Y618,T1635
Q9Y618,S1636
Q9Y618,S1769
Q9Y618,S1770
Q9Y618,S1778
Q9Y618,T1799
Q9Y618,S1800
Q9Y618,S1813
Q9Y618,S1817
Q9Y618,S1821
Q9Y618,T1831
Q9Y618,T1909
Q9Y618,S1976
Q9Y618,S1986
Q9Y618,T1990
Q9Y618,S1997
Q9Y618,S2025
Q9Y618,T2131
Q9Y618,S2137
Q9Y618,T2141
Q9Y618,T2145
Q9Y618,T2317
Q9Y618,T2319
Q9Y618,T2323
Q9Y618,S2371
P35222,S23
P35222,T40
P35222,T41
P35222,T112
Q9UGM6,S230
Q99836,S230
P56537,S230
P56537,S235
Q8N2A8,S231
P54198,S231
P54198,S310
P54198,S425
P54198,S543
P54198,S876
Q9H1E5,S232
Q8NBA8,S232
Q96PP9,S232
Q96PP9,S488
Q96PP9,S492
Q8WWK9,S233
Q8WWK9,S234
Q8WWK9,S262
Q99490,S233
Q99490,S235
Q99490,S827
Q16533,S234
B6SEH8,S234
O95197,S234
O95197,S391
O95197,T396
O95197,T399
O95197,S526
O95197,S678
Q9H0H5,S234
Q9H0H5,S591
Q7Z4Q2,S235
Q9UN86,S235
Q9UN86,S245
O60306,S235
O60306,T243
P29972,S236
Q8N5M1,S237
O75494,S237
O75494,S239
Q9Y2W1,S237
Q9Y2W1,S240
Q9Y2W1,S243
Q9Y2W1,S390
Q9Y2W1,T633
Q9Y2W1,S916
Q13330,S237
Q13330,S241
Q13330,S246
Q13330,S555
Q9UGP4,S237
Q9UGP4,T294
Q9UGP4,S296
Q9UGP4,S298
Q9UGP4,S304
Q9UGP4,T375
Q9BVS4,S239
Q7Z3K3,S239
Q7Z3K3,T240
Q7Z3K3,S244
Q7Z3K3,S246
Q7Z3K3,T249
Q7Z3K3,S251
Q7Z3K3,T252
Q7Z3K3,S256
Q7Z3K3,T260
Q7Z3K3,T262
Q7Z3K3,T265
Q7Z3K3,S266
Q7Z3K3,S274
Q7Z3K3,T282
Q7Z3K3,S289
Q7Z3K3,S292
Q7Z3K3,S297
Q7Z3K3,S300
Q7Z3K3,T303
Q7Z3K3,T310
Q7Z3K3,S314
Q7Z3K3,S333
Q7Z3K3,S340
Q7Z3K3,S343
Q7Z3K3,S348
Q7Z3K3,T361
Q7Z3K3,S363
Q7Z3K3,T429
Q7Z3K3,S434
Q7Z3K3,T699
Q7Z3K3,T707
Q7Z3K3,T719
Q7Z3K3,S721
Q7Z3K3,S1366
Q7Z3K3,T1368
Q9NPI6,S239
Q9NPI6,T382
Q9NPI6,S388
Q9NPI6,T491
Q9NPI6,T493
Q9NPI6,T494
Q9NPI6,T495
Q9NPI6,S498
Q9NPI6,S499
Q9NPI6,S515
P52798,S24
Q12829,S240
Q08431,S240
Q9C0B1,S240
Q9C0B1,S246
Q96DT0,S242
P30519,S242
P30519,T243
P00738,S243
Q9NZL9,S243
Q12815,S243
Q12815,S246
Q12815,T252
Q12815,S644
Q12815,T648
Q8WY36,S243
Q8WY36,S252
Q8WY36,S256
Q8WY36,S258
Q8WY36,S261
Q8WY36,S520
Q9BXS6,S243
Q9BXS6,S305
Q92835,S243
Q92835,T739
Q92835,S744
Q92835,T988
Q92835,S991
Q92835,S994
O43156,S244
Q9UNQ2,S244
Q9UNQ2,S245
Q9UNQ2,S260
Q9NWH9,S244
Q9NWH9,S389
Q9NWH9,S392
O00481,S244
O00481,T255
Q5TYX0,S245
Q9UL62,S245
P42702,S245
P42702,S792
Q6ZTW0,S245
Q6ZTW0,T251
Q68CZ1,S246
Q8N4H0,S246
P48431,S246
P48431,S249
P48431,T256
Q99439,S246
Q99439,T252
Q16787,S246
Q16787,T309
O00507,S2461
Q6UW02,S247
Q6UW02,S250
Q6UW02,S268
P78324,S247
P78324,T272
P78324,S494
Q96FV0,S248
Q96FV0,S249
Q96FV0,T253
Q96FV0,T260
P31937,S248
P31937,S253
P31937,S254
P49792,S248
P49792,S255
P49792,T561
P49792,T867
P49792,T870
P49792,T871
P49792,S874
P49792,T969
P49792,S970
P49792,T982
P49792,S993
P49792,T1021
P49792,T1026
P49792,S1039
P49792,T1045
P49792,S1047
P49792,S1048
P49792,T1053
P49792,S1061
P49792,S1063
P49792,S1065
P49792,T1071
P49792,S1072
P49792,S1118
P49792,T1396
P49792,T1399
P49792,S1400
P49792,S1509
P49792,T1513
P49792,S1514
P49792,S1583
P49792,S1592
P49792,S1613
P49792,T1638
P49792,T1757
P49792,S1768
P49792,S1869
P49792,S1884
P49792,T1885
P49792,S1890
P49792,S1894
P49792,S1912
P49792,T1941
P49792,S1953
P49792,T2192
P49792,S2199
P49792,S2263
P49792,T2480
P49792,T2492
P49792,S2499
P49792,S2835
O14672,S248
O14672,S269
O14672,S441
Q13492,S248
Q13492,S293
Q13492,T294
Q13492,S297
Q13492,T352
Q13492,S353
Q13492,T355
Q13492,T356
Q13492,S359
Q13492,T363
Q13492,S364
Q13492,T370
Q13492,S382
Q13492,S383
Q13492,S385
Q13492,S443
Q13492,S450
Q13492,S452
Q13492,S453
Q13492,S497
Q13492,T517
Q13492,S565
Q13492,T573
Q13492,S576
Q13492,T585
Q13492,T586
Q96ST2,S248
Q96ST2,S333
Q96ST2,S415
Q96ST2,S438
Q96ST2,S610
Q86W42,S249
P02686,S249
Q5HYI7,S249
Q5HYI7,T255
Q8N2K0,S25
P0C7P4,S25
Q96LW4,S25
P0DO97,S25
P0DO97,S28
P13196,S250
Q5VWI1,S250
Q5VWI1,S260
O43474,S251
Q9Y385,S251
Q96ST3,S251
Q96ST3,S254
Q96ST3,S263
Q96ST3,T266
Q96ST3,T284
Q96ST3,T287
Q96ST3,S289
Q96ST3,T292
Q96ST3,S295
Q96ST3,S1231
Q9HCD6,S252
Q9HCD6,S254
Q9HCD6,S1138
Q9HCD6,S1646
Q9HCD6,S1647
Q9HCD6,S1654
Q9HCD6,S1656
Q9HCD6,S1939
Q9HCD6,S1942
Q9HCD6,T1952
P33993,S252
P33993,T254
P33993,T262
Q8NCH0,S252
Q8NCH0,T259
P22694,S253
E9PAV3,S253
E9PAV3,S1066
E9PAV3,T1109
E9PAV3,T1265
E9PAV3,T1370
E9PAV3,T1458
Q04726,S253
Q04726,S289
Q04726,T328
Q04726,T331
Q04726,S332
Q04726,T333
Q04726,T334
Q04726,T359
Q04726,S362
Q04726,S413
Q04726,S417
P23921,S253
P23921,S606
P23921,T682
P23921,T734
P23921,S764
P23921,S780
Q9NVE4,S254
Q06546,S254
Q06546,T264
Q06546,S275
Q06546,S278
Q06546,S308
Q06546,S309
Q06546,S410
Q9H5I5,S2541
P35226,S255
Q9NZU1,S255
Q9NZU1,T261
O75746,S256
Q6ZUI0,S256
Q9UHV5,S256
Q9UHV5,S369
Q9UHV5,S370
P46940,S256
P46940,T435
Q96PU5,S256
Q96PU5,T453
Q03405,S257
Q9UBC5,S257
Q96RD7,S257
O43670,S257
O43670,T263
O43670,T266
O43670,S267
O43670,S268
O43670,S272
O43670,S273
O43670,S275
O43670,S309
O43670,T310
O43670,T313
O43670,T314
O43670,T315
O43670,T321
O43670,T326
O43670,S328
O43670,S334
O43670,T348
O43670,S349
Q13425,S258
Q9NP79,S258
Q9UPQ4,S258
Q12906,S258
Q12906,S382
P23634,S258
P23634,T1051
Q13952,S258
Q13952,T260
Q13952,T339
Q13952,T343
Q13952,T346
Q15027,S258
Q15027,T306
Q15027,S379
Q15027,S386
Q96KR7,S259
P28331,S259
P28331,S318
Q9UPY5,S26
Q7L8A9,S26
Q9NWT8,S26
Q86W56,S26
Q9BUV8,S26
A0A0B4J2E0,S26
Q9NVX0,S26
Q9NVX0,S37
Q07065,S26
Q07065,S502
Q9H8Y8,S260
Q9H8Y8,S262
Q9H8Y8,S263
Q9H8Y8,S269
Q9H8Y8,T274
Q9H8Y8,T301
Q9H8Y8,S385
Q9H8Y8,S386
Q9H8Y8,S391
Q9H8Y8,S395
Q9H8Y8,S409
Q9H8Y8,T413
Q9H8Y8,T424
Q8TDX7,S260
Q8TDX7,S264
Q9HC78,S260
Q9HC78,S268
Q9HC78,S436
Q9HC78,T444
Q9HC78,T447
Q9HC78,S449
Q9HC78,S455
Q9HC78,S461
Q9HC78,T464
Q9HC78,S465
Q9HC78,T480
Q9NZM4,S260
Q9NZM4,S270
Q9NZM4,T430
Q9NZM4,T431
Q9NZM4,T1260
Q9NZM4,T1404
Q9NZM4,S1413
O14490,S260
O14490,S280
O14490,T380
O14490,T525
P78312,S260
P78312,S658
P78312,T705
P78312,T707
P78312,T708
P78312,T709
Q66GS9,S261
Q9NZ09,S261
Q02218,S261
Q86X95,S261
Q86X95,S262
Q86X95,S263
Q9C0J8,S261
Q9C0J8,S263
Q9H0E9,S262
Q9H0E9,T276
Q9H0E9,T279
Q9H0E9,T280
Q9H0E9,S284
Q9H0E9,T286
Q9H0E9,T287
Q9H0E9,S290
Q9H0E9,S615
Q9H0E9,S746
Q9H0E9,S1001
P58012,S263
P26439,S263
Q9NZ08,S263
Q9NZ08,S268
Q9NZ08,T768
Q05519,S263
Q05519,S297
Q05519,S370
Q13247,S263
Q13247,S314
Q12789,S263
Q12789,T1153
Q12789,S1840
Q8NDV7,S264
Q8NDV7,S273
Q8NDV7,S1266
Q8NDV7,S1659
Q8NDV7,T1666
Q8NDV7,S1671
Q8NDV7,S1674
Q8NDV7,S1679
Q8NDV7,S1686
Q8NDV7,S1687
Q8NDV7,T1688
Q8NDV7,S1691
Q8NDV7,T1692
Q8NDV7,S1693
Q8NDV7,T1702
Q8NDV7,S1707
Q8NDV7,T1711
Q8NDV7,S1712
Q8NG27,S265
P52597,S265
Q6UWY2,S265
Q6UWY2,S266
Q12857,S265
Q12857,S268
Q12857,S270
Q12857,S271
Q12857,S329
Q12857,S332
Q12857,S335
Q12857,T339
Q12857,S340
Q12857,T344
Q12857,S360
Q12857,T367
Q12857,S373
Q9H2P0,S265
Q9H2P0,S358
Q9H2P0,S363
Q9H2P0,S365
Q9H2P0,S377
Q9H2P0,S763
Q01082,S265
Q01082,T1081
Q01082,T1216
Q01082,S1311
Q01082,T1356
Q01082,S1452
Q01082,T2068
Q01082,S2102
Q01082,S2164
Q01082,S2218
Q01082,T2297
Q01082,S2303
Q01082,S2304
Q01082,S2307
Q01082,S2314
Q01082,S2316
Q01082,T2317
Q01082,S2319
Q01082,T2320
Q01082,S2323
Q01082,S2324
Q01082,T2328
Q01082,T2331
Q01082,S2332
Q01082,T2337
Q01082,S2338
Q01082,S2341
O60240,S266
Q8WVE6,S266
Q2KJY2,S266
Q9P0K8,S266
Q9P0K8,S267
Q9P0K8,S268
Q5BKZ1,S266
Q5BKZ1,S268
Q9NP61,S266
Q9NP61,S509
P53814,S267
P53814,S377
P53814,T450
P53814,S576
P53814,S579
P53814,T585
P01876,S268
Q9BY42,S268
Q9BY42,S280
Q96JM2,S268
Q96JM2,S292
Q96JM2,T1525
Q96JM2,S1784
Q9H845,S268
Q9H845,S302
Q9H845,S309
Q5SRE5,S269
P55795,S269
Q9H156,S269
Q9H156,S271
Q15054,S269
Q15054,S458
Q04206,S269
Q04206,T305
Q04206,S319
Q04206,T322
Q04206,S337
Q04206,T352
Q04206,S374
Q04206,S550
Q04206,S551
P78316,S269
P78316,T678
Q92817,S27
Q92817,S29
P49736,S27
P49736,S468
Q9Y2U8,S27
Q9Y2U8,S56
P17535,S27
P17535,T117
P17535,T119
P17535,S120
P17535,S121
Q9Y2D9,S27
Q9Y2D9,T451
Q9Y2D9,S452
A6QL63,S270
Q96CP6,S271
Q9H7L9,S272
Q7Z429,S272
P06733,S272
Q969F2,S272
Q9UJU6,S272
Q9UJU6,S274
Q9UJU6,T295
Q8TDG2,S272
Q8TDG2,S280
Q8TDG2,S281
O60271,S272
O60271,T275
Q9BT09,S273
A6NC97,S274
Q9NQW6,S274
Q9NQW6,S281
Q9Y5X4,S274
Q9Y5X4,S284
P30414,S274
P30414,S685
P30414,T990
P30414,S1390
Q2M3M2,S275
Q9H6K1,S275
P08651,S275
P08651,S277
P08651,S361
P08651,T462
P08651,T463
P08651,S464
Q6ZN30,S275
Q6ZN30,T514
Q6ZN30,S515
Q6ZN30,T525
A4UGR9,S2754
A4UGR9,T2838
A4UGR9,S2967
O15357,S276
Q9H227,S276
Q8TAW3,S276
P40926,S276
Q75N03,S276
Q75N03,S278
Q15434,S277
Q15434,S285
Q15434,S288
Q15434,S289
Q13495,S277
Q13495,S512
Q13495,S514
Q13495,S515
Q13495,S550
Q13495,S564
Q13495,S627
Q13495,S698
Q13495,T728
Q69YQ0,S277
Q69YQ0,S937
Q9NQR1,S278
P20815,S278
Q99496,S278
P23443,S278
O14545,S278
O14545,S326
P19883,S279
Q8IXZ3,S279
Q8IXZ3,S280
Q9HCM9,S279
Q9HCM9,T280
Q92879,S279
Q92879,T281
Q92879,T295
Q92879,S300
Q92879,S302
Q92879,S303
Q92879,S305
Q9BXS5,S28
P55058,S28
Q9NSB8,S28
Q96PF2,S28
Q9Y291,S28
Q9Y291,S30
P16949,S28
P16949,S31
Q9NZH4,S28
Q9NZH4,S31
Q9NZH4,S39
Q9NZH4,S42
Q9NZH4,S44
Q8N7X8,S28
Q8N7X8,S36
P20700,S28
P20700,S401
Q15528,S28
Q15528,T39
Q5BJH7,S28
Q5BJH7,T42
Q5BJH7,S44
Q5BJH7,S47
P07197,S28
P07197,T47
P07197,S49
P07197,S50
P07197,S51
P07197,S418
P07197,S863
Q6IA69,S280
Q9ULV5,S280
Q02078,S280
Q02078,S281
O96028,S280
O96028,S658
Q9HB40,S280
Q9HB40,T281
Q9BZY9,S281
Q9Y5E2,S282
P14314,S282
P14314,T287
P14314,S293
P14314,T298
P14314,T469
P34932,S282
P34932,T738
Q96RD6,S283
P08235,S283
P08235,S295
P08235,S296
P08235,S298
P08235,S299
Q8WU58,S283
Q8WU58,S299
Q92538,S283
Q92538,T1855
Q92538,S1856
Q9UHB4,S284
Q9UHB4,S285
O43524,S284
O43524,S286
O43524,T296
O43524,S411
O43524,T418
O43524,T475
O43524,S476
O43524,S482
O43524,S551
O43524,S666
Q96P16,S285
P29084,S285
Q9Y3R0,S285
Q9Y3R0,S287
Q9Y3R0,T1006
P35367,S285
P35367,S290
Q8N2M8,S285
Q8N2M8,S501
Q8N2M8,T557
Q8N2M8,S653
Q9BXL7,S285
Q9BXL7,T871
Q9H1A4,S286
Q9H1A4,S298
Q10571,S286
Q10571,S428
Q5T1N1,S287
Q06547,S287
Q06547,S291
Q06547,T300
P28715,S287
P28715,S310
P16157,S288
P16157,S794
P16157,S960
P16157,S1162
Q9BWN1,S289
Q04724,S289
Q04724,T290
Q04724,S293
Q14865,S289
Q14865,T292
Q14865,S697
Q96I59,S29
O95149,S29
O95149,T182
Q969Q1,S290
Q15048,S290
P55042,S290
P31146,S290
P31146,S291
Q8ND83,S291
Q8ND83,S293
Q8ND83,S412
Q8ND83,T413
Q8ND83,T414
Q8ND83,S422
Q8ND83,S431
Q8ND83,S435
O95171,S292
Q13613,S292
Q13613,S664
Q5U651,S292
Q5U651,T304
Q5U651,S306
Q9Y2D5,S293
A6NKX4,S293
Q9H1J7,S293
Q9H1J7,T294
Q9H347,S294
Q9GZR5,S294
Q8WWI1,S295
Q8WWI1,S318
Q8WWI1,T652
Q8WWI1,S805
Q8WWI1,T818
Q8WWI1,S822
Q8WWI1,S876
Q8WWI1,S895
Q8WWI1,S1185
Q8WWI1,S1400
Q8WWI1,T1406
Q8WWI1,S1500
Q8WWI1,S1563
Q8WWI1,S1564
Q8WWI1,S1565
Q8WWI1,S1570
Q8WWI1,S1573
Q8WWI1,T1576
Q8WWI1,S1577
Q8WWI1,T1578
Q8WWI1,T1579
Q8WWI1,T1583
Q8WWI1,T1584
Q8WWI1,S1586
Q8WWI1,T1588
Q8WWI1,S1593
Q8WWI1,S1601
Q8N635,S295
Q8N635,T296
Q9HDC5,S296
Q5THR3,S296
Q9NZ53,S297
O14964,S297
O14964,S299
O14964,S300
O14964,S305
O14964,S306
O14964,S310
O14964,S315
P51532,S297
P51532,T298
O95232,S297
O95232,T419
Q13233,S297
Q13233,T949
Q13233,T958
Q13233,T985
Q9UET6,S298
Q92598,S298
Q92598,S304
Q92598,S476
Q92598,T787
Q8TF76,S299
Q8IY33,S299
Q8IY33,T309
Q8IY33,S310
Q8IY33,T312
Q8IY33,S313
Q8IY33,T488
Q8IY33,S494
Q8IY33,S521
Q8IY33,T522
Q8IY33,S523
Q8IY33,S524
Q8IY33,T525
Q8IY33,S526
Q6TGC4,S3
Q8NEN0,S3
P55072,S3
Q9HB71,S3
Q9UG63,S3
P20337,S3
Q63HM9,S3
Q16594,S3
Q16594,S149
Q16594,S152
Q16594,S155
Q16594,T188
Q16594,T193
Q16594,S194
Q16594,S202
Q16594,T206
Q16594,S207
Q16594,S217
Q16594,S221
P07910,S3
P07910,S31
P36957,S3
P36957,S5
Q96QC0,S3
Q96QC0,S591
Q96QC0,S594
P22314,S3
P22314,S7
P22314,S74
P22314,S78
P22314,S619
P33991,S3
P33991,T19
Q58FG1,S3
Q58FG1,T5
Q92797,S3
Q92797,T530
Q92797,T1231
A0A1B0GW35,S30
Q96DB5,S30
P04183,S30
Q9H910,S30
Q9H910,S37
Q9H910,S92
Q9H910,S132
P00387,S30
P00387,T31
Q9UKY7,S30
Q9UKY7,T56
Q9UKY7,S137
Q9UKY7,T144
Q9UKY7,T165
Q96GX5,S300
Q96GX5,S319
Q96GX5,S320
O15504,S300
O15504,S322
O15504,S357
Q14520,S300
Q14520,T304
Q9H8Y5,S301
P32322,S301
Q15390,S301
Q6U7Q0,S301
Q6U7Q0,S306
Q04725,S301
Q04725,T334
P68032,S302
O15287,S302
Q96KW2,S303
Q6UW63,S303
Q7Z7G0,S303
Q7Z7G0,T308
P20823,S303
P20823,S304
P20823,S352
P20823,S471
P20823,T492
P20823,S560
P20823,T563
P20823,T564
P20823,S569
P20823,S587
P20823,T589
P20823,S591
P20823,S623
P20823,T624
P20823,S628
B1AJZ9,S304
B1AJZ9,S314
B1AJZ9,T528
B1AJZ9,S1255
Q6ICG6,S304
Q6ICG6,S349
Q6ICG6,S353
O15409,S305
Q12901,S305
Q12901,S307
Q86VR7,S305
Q86VR7,T571
P12956,S306
Q12769,S306
Q96M29,S306
Q96M29,T474
Q9NYQ7,S3064
Q9NYQ7,S3286
Q9NYQ7,T3287
Q9NYQ7,S3300
Q9NYQ7,S3308
A2RRP1,S307
Q5T1M5,S307
Q5T1M5,S311
Q5T1M5,S330
Q5T1M5,T856
Q58FF7,S307
Q58FF7,S574
Q8NHH9,S308
Q9UN79,S308
Q86YJ6,S308
Q9HC58,S308
Q9HC58,S317
Q15306,S309
O95628,S309
O95628,S316
O95628,S317
O95628,S318
O95628,S321
O95628,S324
O95628,T331
O95628,T375
O95628,S396
O95628,S435
Q96ES7,S31
Q9UBF6,S31
P20618,S31
P20618,S106
P26006,S31
P26006,S224
P26006,T267
P26006,T270
P26006,T513
Q7Z7B0,S31
Q7Z7B0,S33
Q7Z7B0,S1104
Q7Z7B0,T1130
Q7Z7B0,T1135
P98175,S31
P98175,S517
P98175,S723
P98175,T911
Q00013,S31
Q00013,T123
P0C0L5,S310
P0C0L5,S313
Q9UQB3,S310
Q9UQB3,S315
Q9UQB3,S322
Q9UQB3,S323
Q9UQB3,S327
Q9UQB3,T455
Q9UQB3,S456
Q9UQB3,T457
Q9UQB3,S460
Q9UQB3,S461
Q9UQB3,S517
Q9H425,S311
P14317,S311
P14317,S312
P14317,S314
Q6GYQ0,S311
Q6GYQ0,S503
Q6GYQ0,S512
Q6GYQ0,S1478
Q96CB8,S311
Q96CB8,T314
Q96CB8,T318
Q96CB8,T323
Q96CB8,S324
Q96CB8,S325
Q96CB8,T338
Q5H9R4,S312
Q14093,S312
Q9P1W8,S312
Q8N6H7,S312
Q9BWU0,S312
Q8TC92,S312
Q14677,S312
Q14677,T315
Q14677,S316
Q14677,S320
Q14677,S407
Q14677,S409
Q14677,S420
Q14677,S457
Q14677,S624
Q86UL3,S313
Q4G0T1,S313
Q8TBZ0,S313
Q8TBZ0,T388
Q8TBZ0,S450
Q8TBZ0,S533
Q8TBZ0,S548
Q9HCS2,S314
Q8NFU5,S315
Q9NU39,S315
Q9NU39,S328
P11940,S315
P11940,T319
P11940,T485
P11940,T635
Q92543,S315
Q92543,T540
Q8N1K5,S316
P53597,S316
A0AVT1,S317
Q9H2X6,S317
Q9H2X6,S852
Q9H2X6,S918
Q9H2X6,T1009
Q9H2X6,S1147
O00512,S318
O00512,S337
Q8NAP3,S319
Q8N9T8,S319
Q8N9T8,S320
Q9ULJ3,S319
Q9ULJ3,S320
Q9ULJ3,S328
Q9ULJ3,T447
Q9Y5W8,S319
Q9Y5W8,T322
Q9BQ24,S32
Q96LB3,S32
Q7L8S5,S32
Q13950,S32
Q13950,S33
Q13950,T333
Q13950,S371
Q9Y6Y8,S32
Q9Y6Y8,T41
Q9Y6Y8,S44
Q9Y6Y8,S49
Q9Y6Y8,S87
Q9Y6Y8,S88
Q9Y6Y8,S90
Q9Y6Y8,T103
Q9Y6Y8,T106
Q9Y6Y8,S107
Q9Y6Y8,S111
Q9Y6Y8,T118
Q9Y6Y8,T123
Q9Y6Y8,T124
Q9Y6Y8,S126
Q9Y6Y8,S130
Q9Y6Y8,S134
Q9Y6Y8,S136
Q9Y6Y8,S138
Q9Y6Y8,T186
Q9Y6Y8,S190
Q9Y6Y8,S486
P67809,S32
P67809,T57
P67809,T126
P67809,S209
P67809,T271
P67809,T303
P67809,S313
P78347,S32
P78347,T785
Q8IWN7,S320
Q8IWN7,S1617
Q9C0C9,S320
Q9C0C9,S322
Q9C0C9,S326
Q9C0C9,T329
Q12948,S320
Q12948,S323
Q12948,S339
Q12948,S340
Q9Y2Y4,S320
Q9Y2Y4,S329
Q13546,S320
Q13546,S330
Q13546,S331
P38646,S320
P38646,S554
Q9Y4G2,S320
Q9Y4G2,T323
Q9NW82,S321
O15067,S321
Q9BZA8,S321
Q9BR76,S321
Q9BR76,S330
Q92585,S321
Q92585,T325
Q92585,S331
Q92585,S335
Q92585,T350
Q92585,S571
Q92585,T595
Q92585,S794
Q92585,S801
Q92585,T965
Q92585,S975
Q13322,S322
P05164,S322
P60842,S322
P60842,S323
Q7RTS9,S322
Q7RTS9,S334
A8CG34,S322
A8CG34,S385
A8CG34,S392
A8CG34,T545
A8CG34,T546
A8CG34,T607
A8CG34,S619
A8CG34,S627
A8CG34,S629
A8CG34,T637
A8CG34,T658
A8CG34,T663
A8CG34,T665
A8CG34,T670
A8CG34,S671
A8CG34,S674
A8CG34,T688
A8CG34,S692
A8CG34,S693
A8CG34,S699
A8CG34,S702
A8CG34,T710
A8CG34,S715
A8CG34,S850
A8CG34,T965
A8CG34,S967
A8CG34,T973
A8CG34,S977
A8CG34,T984
A8CG34,T987
A8CG34,T993
A8CG34,T1003
A8CG34,S1031
A8CG34,T1040
P0C6C1,S323
P0C6C1,S447
Q8TDN2,S323
Q8TDN2,T324
Q9UKY4,S324
